username,Profile_URL,joining_year,followers,connections,employment_status,job_profile,working_style,company_type,company_founding_year,city_headquaters,state_headquaters,country_headquaters,profile_photo,cover_photo,verification_status,verification_type,latest_education
Alex Freberg,https://www.linkedin.com/in/alex-freberg/,01-04-2017,"2,73,354",500+,self-employed,Founder & CEO,Remote,Data_training_courses,Jan-23,Charleston,South_Carolina,USA,yes,yes,yes,premium,Bachelors of science
